Unused functions :

Strip   pad
  112     4 Colour__13ps2PrimStreamG10pddiColouri in D:\simpsonsrr2\game\build\ps2\Debug\allmeta.o[244]
   88     4 __10pddiColouriiii in D:\simpsonsrr2\game\build\ps2\Debug\allmeta.o[243]
  136     0 IsActive__13TriggerVolume in D:\simpsonsrr2\game\build\ps2\Debug\allmeta.o[238]
   64     0 GetTriggerVolumeTracker__Fv in D:\simpsonsrr2\game\build\ps2\Debug\allmeta.o[222]
   64     0 GetInteriorManager__Fv in D:\simpsonsrr2\game\build\ps2\Debug\allmeta.o[206]
   64     0 GetAvatarManager__Fv in D:\simpsonsrr2\game\build\ps2\Debug\allmeta.o[198]
   64     0 GetSuperCamManager__Fv in D:\simpsonsrr2\game\build\ps2\Debug\allmeta.o[192]
   88     0 Add__Q218RadicalMathLibrary6VectorRCQ218RadicalMathLibrary6Vector in D:\simpsonsrr2\game\build\ps2\Debug\allmeta.o[186]
   72     4 Scale__Q218RadicalMathLibrary6Vectorf in D:\simpsonsrr2\game\build\ps2\Debug\allmeta.o[185]
  296     0 Sin__18RadicalMathLibraryf in D:\simpsonsrr2\game\build\ps2\Debug\allmeta.o[184]
  280     4 Cos__18RadicalMathLibraryf in D:\simpsonsrr2\game\build\ps2\Debug\allmeta.o[183]
  136     0 __ml__FRCQ218RadicalMathLibrary6Vectorf in D:\simpsonsrr2\game\build\ps2\Debug\allmeta.o[179]
  144     4 __pl__CQ218RadicalMathLibrary6VectorRCQ218RadicalMathLibrary6Vector in D:\simpsonsrr2\game\build\ps2\Debug\allmeta.o[178]
   88     0 DotProduct__CQ218RadicalMathLibrary6VectorRCQ218RadicalMathLibrary6Vector in D:\simpsonsrr2\game\build\ps2\Debug\allmeta.o[177]
   96     4 __Q218RadicalMathLibrary6Sphere in D:\simpsonsrr2\game\build\ps2\Debug\allmeta.o[168]
   88     4 MagnitudeSqr__CQ218RadicalMathLibrary6Vector in D:\simpsonsrr2\game\build\ps2\Debug\allmeta.o[165]
  264     0 __17RectTriggerVolume in D:\simpsonsrr2\game\build\ps2\Debug\allmeta.o[153]
   64     0 Row__Q218RadicalMathLibrary6Matrixi in D:\simpsonsrr2\game\build\ps2\Debug\allmeta.o[144]
   88     4 Sub__Q218RadicalMathLibrary6VectorRCQ218RadicalMathLibrary6VectorT1 in D:\simpsonsrr2\game\build\ps2\Debug\allmeta.o[133]
   48     0 __Q218RadicalMathLibrary6Vector in D:\simpsonsrr2\game\build\ps2\Debug\allmeta.o[131]
   72     4 Sqrt__18RadicalMathLibraryf in D:\simpsonsrr2\game\build\ps2\Debug\allmeta.o[127]
   72     0 Set__Q218RadicalMathLibrary6Vectorfff in D:\simpsonsrr2\game\build\ps2\Debug\allmeta.o[115]
   72     0 __Q218RadicalMathLibrary6Vectorfff in D:\simpsonsrr2\game\build\ps2\Debug\allmeta.o[109]
   56     4 __18IHudMapIconLocator in D:\simpsonsrr2\game\build\ps2\Debug\allmeta.o[106]
   64     0 GetGameplayManager__Fv in D:\simpsonsrr2\game\build\ps2\Debug\allmeta.o[102]
  112     4 radDbgWatchDelete__FPv in D:\simpsonsrr2\game\build\ps2\Debug\allmeta.o[83]
  224     4 radDbgWatchAddFloat__FPfPCcT1PFPv_vPvffb in D:\simpsonsrr2\game\build\ps2\Debug\allmeta.o[82]
   64     0 GetEventManager__Fv in D:\simpsonsrr2\game\build\ps2\Debug\allmeta.o[74]
   64     0 GetCharacterManager__Fv in D:\simpsonsrr2\game\build\ps2\Debug\allmeta.o[52]
   64     0 GetProfiler__Fv in D:\simpsonsrr2\game\build\ps2\Debug\allmeta.o[48]
   64     0 GetActionButtonManager__Fv in D:\simpsonsrr2\game\build\ps2\Debug\allmeta.o[42]
   48     0 __Q218RadicalMathLibrary6Matrix in D:\simpsonsrr2\game\build\ps2\Debug\allmeta.o[28]
  112     0 unique__t12basic_string3ZcZt18string_char_traits1ZcZt24__default_alloc_template2b0i0 in D:\simpsonsrr2\game\build\ps2\Debug\allmemory.o[895]
   96     0 selfish__t12basic_string3ZcZt18string_char_traits1ZcZt24__default_alloc_template2b0i0 in D:\simpsonsrr2\game\build\ps2\Debug\allmemory.o[894]
  120     0 __vc__t12basic_string3ZcZt18string_char_traits1ZcZt24__default_alloc_template2b0i0Ui in D:\simpsonsrr2\game\build\ps2\Debug\allmemory.o[893]
  144     0 replace__t12basic_string3ZcZt18string_char_traits1ZcZt24__default_alloc_template2b0i0UiUic in D:\simpsonsrr2\game\build\ps2\Debug\allmemory.o[891]
   80     0 size__Ct12basic_string3ZcZt18string_char_traits1ZcZt24__default_alloc_template2b0i0 in D:\simpsonsrr2\game\build\ps2\Debug\allmemory.o[886]
   64     0 eos__t12basic_string3ZcZt18string_char_traits1ZcZt24__default_alloc_template2b0i0 in D:\simpsonsrr2\game\build\ps2\Debug\allmemory.o[857]
   88     4 __vc__Q2t12basic_string3ZcZt18string_char_traits1ZcZt24__default_alloc_template2b0i0_3RepUi in D:\simpsonsrr2\game\build\ps2\Debug\allmemory.o[856]
  120     4 assign__t12basic_string3ZcZt18string_char_traits1ZcZt24__default_alloc_template2b0i0PCcUi in D:\simpsonsrr2\game\build\ps2\Debug\allmemory.o[855]
   64     0 Alpha__C10pddiColour in D:\simpsonsrr2\game\build\ps2\Debug\allmemory.o[843]
   56     0 Blue__C10pddiColour in D:\simpsonsrr2\game\build\ps2\Debug\allmemory.o[842]
   56     4 Green__C10pddiColour in D:\simpsonsrr2\game\build\ps2\Debug\allmemory.o[841]
   64     0 Red__C10pddiColour in D:\simpsonsrr2\game\build\ps2\Debug\allmemory.o[840]
  136     0 terminate__Ct12basic_string3ZcZt18string_char_traits1ZcZt24__default_alloc_template2b0i0 in D:\simpsonsrr2\game\build\ps2\Debug\allmemory.o[581]
  112     0 assign__t12basic_string3ZcZt18string_char_traits1ZcZt24__default_alloc_template2b0i0PCc in D:\simpsonsrr2\game\build\ps2\Debug\allmemory.o[580]
   72     4 __dl__Q2t12basic_string3ZcZt18string_char_traits1ZcZt24__default_alloc_template2b0i0_3RepPv in D:\simpsonsrr2\game\build\ps2\Debug\allmemory.o[570]
   72     4 deallocate__t23__malloc_alloc_template1i0PvUi in D:\simpsonsrr2\game\build\ps2\Debug\allmemory.o[569]
  128     4 grab__Q2t12basic_string3ZcZt18string_char_traits1ZcZt24__default_alloc_template2b0i0_3Rep in D:\simpsonsrr2\game\build\ps2\Debug\allmemory.o[568]
  192     4 UnpackColour__13ps2PrimStreamG10pddiColourPQ213ps2PrimStream12StreamVertex in D:\simpsonsrr2\game\build\ps2\Debug\allmemory.o[540]
  120     0 NextVertex__13ps2PrimStream in D:\simpsonsrr2\game\build\ps2\Debug\allmemory.o[539]
  192     0 _Rb_tree_rotate_right__FP18_Rb_tree_node_baseRP18_Rb_tree_node_base in D:\simpsonsrr2\game\build\ps2\Debug\allmemory.o[538]
  192     0 _Rb_tree_rotate_left__FP18_Rb_tree_node_baseRP18_Rb_tree_node_base in D:\simpsonsrr2\game\build\ps2\Debug\allmemory.o[537]
   72     0 FreesAllowed__C19HeapActivityTracker19GameMemoryAllocator in D:\simpsonsrr2\game\build\ps2\Debug\allmemory.o[536]
   72     0 AllocsAllowed__C19HeapActivityTracker19GameMemoryAllocator in D:\simpsonsrr2\game\build\ps2\Debug\allmemory.o[535]
   64     0 EnableHeapFrees__19HeapActivityTracker19GameMemoryAllocatorb in D:\simpsonsrr2\game\build\ps2\Debug\allmemory.o[534]
   64     0 EnableHeapAllocs__19HeapActivityTracker19GameMemoryAllocatorb in D:\simpsonsrr2\game\build\ps2\Debug\allmemory.o[533]
  112     0 __tf9stringbuf in D:\simpsonsrr2\game\build\ps2\Debug\allmemory.o[528]
   56     0 Max__H1Zf_18RadicalMathLibraryX01X01_X01 in D:\simpsonsrr2\game\build\ps2\Debug\allmemory.o[517]
  168     0 deallocate__t24__default_alloc_template2b0i0PvUi in D:\simpsonsrr2\game\build\ps2\Debug\allmemory.o[455]
  112     0 __eq__H3ZcZt18string_char_traits1ZcZt24__default_alloc_template2b0i0_RCt12basic_string3ZX01ZX11ZX21T0_b in D:\simpsonsrr2\game\build\ps2\Debug\allmemory.o[444]
   80     4 __t12basic_string3ZcZt18string_char_traits1ZcZt24__default_alloc_template2b0i0 in D:\simpsonsrr2\game\build\ps2\Debug\allmemory.o[435]
  136     0 __as__t12basic_string3ZcZt18string_char_traits1ZcZt24__default_alloc_template2b0i0RCt12basic_string3ZcZt18string_char_traits1ZcZt24__default_alloc_template2b0i0 in D:\simpsonsrr2\game\build\ps2\Debug\allmemory.o[407]
  104     4 __lt__H3ZcZt18string_char_traits1ZcZt24__default_alloc_template2b0i0_RCt12basic_string3ZX01ZX11ZX21T0_b in D:\simpsonsrr2\game\build\ps2\Debug\allmemory.o[404]
  392     4 compare__Ct12basic_string3ZcZt18string_char_traits1ZcZt24__default_alloc_template2b0i0RCt12basic_string3ZcZt18string_char_traits1ZcZt24__default_alloc_template2b0i0UiUi in D:\simpsonsrr2\game\build\ps2\Debug\allmemory.o[402]
  104     0 __lg__H1Zi_X01_X01 in D:\simpsonsrr2\game\build\ps2\Debug\allmemory.o[400]
  104     0 __t12basic_string3ZcZt18string_char_traits1ZcZt24__default_alloc_template2b0i0RCt12basic_string3ZcZt18string_char_traits1ZcZt24__default_alloc_template2b0i0 in D:\simpsonsrr2\game\build\ps2\Debug\allmemory.o[384]
  232     0 alloc__t12basic_string3ZcZt18string_char_traits1ZcZt24__default_alloc_template2b0i0Uib in D:\simpsonsrr2\game\build\ps2\Debug\allmemory.o[375]
  240     4 copy__Ct12basic_string3ZcZt18string_char_traits1ZcZt24__default_alloc_template2b0i0PcUiUi in D:\simpsonsrr2\game\build\ps2\Debug\allmemory.o[374]
  720     0 replace__t12basic_string3ZcZt18string_char_traits1ZcZt24__default_alloc_template2b0i0UiUiUic in D:\simpsonsrr2\game\build\ps2\Debug\allmemory.o[373]
  160     0 set__Q2t12basic_string3ZcZt18string_char_traits1ZcZt24__default_alloc_template2b0i0_3RepUicUi in D:\simpsonsrr2\game\build\ps2\Debug\allmemory.o[371]
   88     4 data__Ct12basic_string3ZcZt18string_char_traits1ZcZt24__default_alloc_template2b0i0 in D:\simpsonsrr2\game\build\ps2\Debug\allmemory.o[370]
   80     0 length__Ct12basic_string3ZcZt18string_char_traits1ZcZt24__default_alloc_template2b0i0 in D:\simpsonsrr2\game\build\ps2\Debug\allmemory.o[368]
  704     0 replace__t12basic_string3ZcZt18string_char_traits1ZcZt24__default_alloc_template2b0i0UiUiPCcUi in D:\simpsonsrr2\game\build\ps2\Debug\allmemory.o[367]
  128     4 move__Q2t12basic_string3ZcZt18string_char_traits1ZcZt24__default_alloc_template2b0i0_3RepUiPCcUi in D:\simpsonsrr2\game\build\ps2\Debug\allmemory.o[365]
   88     0 release__Q2t12basic_string3ZcZt18string_char_traits1ZcZt24__default_alloc_template2b0i0_3Rep in D:\simpsonsrr2\game\build\ps2\Debug\allmemory.o[364]
  104     0 repup__t12basic_string3ZcZt18string_char_traits1ZcZt24__default_alloc_template2b0i0PQ2t12basic_string3ZcZt18string_char_traits1ZcZt24__default_alloc_template2b0i0_3Rep in D:\simpsonsrr2\game\build\ps2\Debug\allmemory.o[363]
  216     4 check_realloc__Ct12basic_string3ZcZt18string_char_traits1ZcZt24__default_alloc_template2b0i0Ui in D:\simpsonsrr2\game\build\ps2\Debug\allmemory.o[362]
   80     4 excess_slop__Q2t12basic_string3ZcZt18string_char_traits1ZcZt24__default_alloc_template2b0i0_3RepUiUi in D:\simpsonsrr2\game\build\ps2\Debug\allmemory.o[361]
   64     0 rep__Ct12basic_string3ZcZt18string_char_traits1ZcZt24__default_alloc_template2b0i0 in D:\simpsonsrr2\game\build\ps2\Debug\allmemory.o[360]
   80     0 capacity__Ct12basic_string3ZcZt18string_char_traits1ZcZt24__default_alloc_template2b0i0 in D:\simpsonsrr2\game\build\ps2\Debug\allmemory.o[359]
   48     4 max_size__Ct12basic_string3ZcZt18string_char_traits1ZcZt24__default_alloc_template2b0i0 in D:\simpsonsrr2\game\build\ps2\Debug\allmemory.o[358]
  144     0 clone__Q2t12basic_string3ZcZt18string_char_traits1ZcZt24__default_alloc_template2b0i0_3Rep in D:\simpsonsrr2\game\build\ps2\Debug\allmemory.o[357]
   48     4 data__Q2t12basic_string3ZcZt18string_char_traits1ZcZt24__default_alloc_template2b0i0_3Rep in D:\simpsonsrr2\game\build\ps2\Debug\allmemory.o[355]
  128     4 copy__Q2t12basic_string3ZcZt18string_char_traits1ZcZt24__default_alloc_template2b0i0_3RepUiPCcUi in D:\simpsonsrr2\game\build\ps2\Debug\allmemory.o[354]
  136     0 create__Q2t12basic_string3ZcZt18string_char_traits1ZcZt24__default_alloc_template2b0i0_3RepUi in D:\simpsonsrr2\game\build\ps2\Debug\allmemory.o[353]
   96     0 __nw__Q2t12basic_string3ZcZt18string_char_traits1ZcZt24__default_alloc_template2b0i0_3RepUiUi in D:\simpsonsrr2\game\build\ps2\Debug\allmemory.o[352]
  104     4 frob_size__Q2t12basic_string3ZcZt18string_char_traits1ZcZt24__default_alloc_template2b0i0_3RepUi in D:\simpsonsrr2\game\build\ps2\Debug\allmemory.o[351]
   96     4 __t4pair2Zt17_Rb_tree_iterator3Zt4pair2ZCPCvZUiZRt4pair2ZCPCvZUiZPt4pair2ZCPCvZUiZbRCt4pair2Zt17_Rb_tree_iterator3Zt4pair2ZCPCvZUiZRt4pair2ZCPCvZUiZPt4pair2ZCPCvZUiZb in D:\simpsonsrr2\game\build\ps2\Debug\allmemory.o[343]
   96     4 __t4pair2Zt17_Rb_tree_iterator3Zt4pair2ZC5tNameZbZRt4pair2ZC5tNameZbZPt4pair2ZC5tNameZbZbRCt4pair2Zt17_Rb_tree_iterator3Zt4pair2ZC5tNameZbZRt4pair2ZC5tNameZbZPt4pair2ZC5tNameZbZb in D:\simpsonsrr2\game\build\ps2\Debug\allmemory.o[315]
  256     4 _M_decrement__22_Rb_tree_base_iterator in D:\simpsonsrr2\game\build\ps2\Debug\allmemory.o[289]
   96     4 __t4pair2Zt17_Rb_tree_iterator3Zt4pair2ZC5tNameZiZRt4pair2ZC5tNameZiZPt4pair2ZC5tNameZiZbRCt4pair2Zt17_Rb_tree_iterator3Zt4pair2ZC5tNameZiZRt4pair2ZC5tNameZiZPt4pair2ZC5tNameZiZb in D:\simpsonsrr2\game\build\ps2\Debug\allmemory.o[287]
  520     0 _Rb_tree_rebalance__FP18_Rb_tree_node_baseRP18_Rb_tree_node_base in D:\simpsonsrr2\game\build\ps2\Debug\allmemory.o[283]
  224     4 allocate__t24__default_alloc_template2b0i0Ui in D:\simpsonsrr2\game\build\ps2\Debug\allmemory.o[271]
  304     4 _S_refill__t24__default_alloc_template2b0i0Ui in D:\simpsonsrr2\game\build\ps2\Debug\allmemory.o[270]
   56     4 _S_freelist_index__t24__default_alloc_template2b0i0Ui in D:\simpsonsrr2\game\build\ps2\Debug\allmemory.o[269]
  776     0 _S_chunk_alloc__t24__default_alloc_template2b0i0UiRi in D:\simpsonsrr2\game\build\ps2\Debug\allmemory.o[268]
   64     0 _S_round_up__t24__default_alloc_template2b0i0Ui in D:\simpsonsrr2\game\build\ps2\Debug\allmemory.o[264]
  112     4 allocate__t23__malloc_alloc_template1i0Ui in D:\simpsonsrr2\game\build\ps2\Debug\allmemory.o[262]
  200     0 _S_oom_malloc__t23__malloc_alloc_template1i0Ui in D:\simpsonsrr2\game\build\ps2\Debug\allmemory.o[259]
  272     4 __lexicographical_compare_3way__H2ZPCScZPCSc_X01X01X11X11_i in D:\simpsonsrr2\game\build\ps2\Debug\allmemory.o[246]
  256     4 lexicographical_compare__H2ZPCScZPCSc_X01X01X11X11_b in D:\simpsonsrr2\game\build\ps2\Debug\allmemory.o[245]
  128     0 c_str__Ct12basic_string3ZcZt18string_char_traits1ZcZt24__default_alloc_template2b0i0 in D:\simpsonsrr2\game\build\ps2\Debug\allmemory.o[243]
  224     0 IncreaseInstanceCount__9PropStatsPCci in D:\simpsonsrr2\game\build\ps2\Debug\allmemory.o[232]
  120     0 _$_t12basic_string3ZcZt18string_char_traits1ZcZt24__default_alloc_template2b0i0 in D:\simpsonsrr2\game\build\ps2\Debug\allmemory.o[227]
  112     0 __t12basic_string3ZcZt18string_char_traits1ZcZt24__default_alloc_template2b0i0PCc in D:\simpsonsrr2\game\build\ps2\Debug\allmemory.o[225]
  160     4 radDbgWatchAddFunction__FPCcPFPv_vPvT0 in D:\simpsonsrr2\game\build\ps2\Debug\allmemory.o[223]
   88     4 _$_9PropStats in D:\simpsonsrr2\game\build\ps2\Debug\allmemory.o[219]
   48     0 __9PropStats in D:\simpsonsrr2\game\build\ps2\Debug\allmemory.o[218]
   40     4 LockPersistentHeap__Fv in D:\simpsonsrr2\game\build\ps2\Debug\allmemory.o[212]
   80     0 GetLoadedUsageSuperSprint__11HeapManager in D:\simpsonsrr2\game\build\ps2\Debug\allmemory.o[209]
  208     0 GetLoadedUsageInGame__11HeapManager in D:\simpsonsrr2\game\build\ps2\Debug\allmemory.o[208]
  320     0 GetSoundMemoryHeapUsage__11HeapManager in D:\simpsonsrr2\game\build\ps2\Debug\allmemory.o[207]
  208     0 GetLoadedUsageFE__11HeapManager in D:\simpsonsrr2\game\build\ps2\Debug\allmemory.o[205]
  168     4 Coord__13ps2PrimStreamfff in D:\simpsonsrr2\game\build\ps2\Debug\allmemory.o[193]
  112     4 Colour__13ps2PrimStreamG10pddiColouri in D:\simpsonsrr2\game\build\ps2\Debug\allmemory.o[192]
   48     4 GetHeapID__11HeapManagerPC14IRadMemoryHeap in D:\simpsonsrr2\game\build\ps2\Debug\allmemory.o[181]
  392     4 DestroyHeap__11HeapManagerRP14IRadMemoryHeapb in D:\simpsonsrr2\game\build\ps2\Debug\allmemory.o[180]
  336     0 DestroyInstance__11HeapManager in D:\simpsonsrr2\game\build\ps2\Debug\allmemory.o[176]
  200     0 Pop__9HeapStack in D:\simpsonsrr2\game\build\ps2\Debug\allmemory.o[160]
   64     0 GetGameplayManager__Fv in D:\simpsonsrr2\game\build\ps2\Debug\allmemory.o[151]
   64     0 GetGame__Fv in D:\simpsonsrr2\game\build\ps2\Debug\allmemory.o[148]
   64     0 GetCheatInputSystem__Fv in D:\simpsonsrr2\game\build\ps2\Debug\allmemory.o[146]
   56     4 __vd__FPv19GameMemoryAllocator in D:\simpsonsrr2\game\build\ps2\Debug\allmemory.o[134]
   56     0 MemoryHackCallback__Fv in D:\simpsonsrr2\game\build\ps2\Debug\allmemory.o[118]
   40     4 GetLargestNFreeBlocks__6MemoryP19IRadMemoryAllocatoriPUi in D:\simpsonsrr2\game\build\ps2\Debug\allmemory.o[108]
   64     4 __ne__H1Z8HeapType_RCX01T0_b in D:\simpsonsrr2\game\build\ps2\Debug\allmemory.o[101]
  864     4 GetFreeMemoryEntropy__6MemoryP19IRadMemoryAllocator in D:\simpsonsrr2\game\build\ps2\Debug\allmemory.o[100]
  240     0 OneOfOurs__12FBMemoryPoolPv in D:\simpsonsrr2\game\build\ps2\Debug\allmemory.o[94]
  144     4 ChangeAllocator__12FBMemoryPool19GameMemoryAllocator in D:\simpsonsrr2\game\build\ps2\Debug\allmemory.o[93]
   64     4 __eq__FRC22_Rb_tree_base_iteratorT0 in D:\simpsonsrr2\game\build\ps2\Debug\allmemory.o[79]
   88     4 __10pddiColouriiii in D:\simpsonsrr2\game\build\ps2\Debug\allmemory.o[74]
  152     4 WhichAllocator__FPC19IRadMemoryAllocator in D:\simpsonsrr2\game\build\ps2\Debug\allmemory.o[58]
   72     4 AllocatorType__F19GameMemoryAllocator in D:\simpsonsrr2\game\build\ps2\Debug\allmemory.o[39]
  232     0 radDbgWatchAddInt__FPiPCcT1PFPv_vPviib in D:\simpsonsrr2\game\build\ps2\Debug\allmemory.o[26]
   56     0 __16ClassSizeTracker in D:\simpsonsrr2\game\build\ps2\Debug\allmemory.o[17]
   88     4 GetUID__C5tName in D:\simpsonsrr2\game\build\ps2\Debug\allmemory.o[15]
   96     0 __tfQ216radLoadInventory12SafeCastBase in D:\simpsonsrr2\game\build\ps2\Debug\allps2main.o[1243]
  112     0 __tfQ216radLoadInventoryt8SafeCast1Z12tTextureFont in D:\simpsonsrr2\game\build\ps2\Debug\allps2main.o[1240]
   96     0 __tf9IRefCount in D:\simpsonsrr2\game\build\ps2\Debug\allps2main.o[1238]
  208     0 safe_cast__Q216radLoadInventoryt8SafeCast1Z12tTextureFontP9IRefCount in D:\simpsonsrr2\game\build\ps2\Debug\allps2main.o[1236]
   56     4 __Q216radLoadInventory12SafeCastBase in D:\simpsonsrr2\game\build\ps2\Debug\allps2main.o[1234]
   88     0 __Q216radLoadInventoryt8SafeCast1Z12tTextureFont in D:\simpsonsrr2\game\build\ps2\Debug\allps2main.o[1232]
   88     4 GetUID__C5tName in D:\simpsonsrr2\game\build\ps2\Debug\allps2main.o[1231]
  576     4 find__H1Z12tTextureFont_3p3dP12tEntityStoreRC5tName_PX01 in D:\simpsonsrr2\game\build\ps2\Debug\allps2main.o[1229]
   96     0 __tf22IRadDriveErrorCallback in D:\simpsonsrr2\game\build\ps2\Debug\allps2main.o[1226]
  136     0 find__H1Z12tTextureFont_3p3dP12tEntityStorePCc_PX01 in D:\simpsonsrr2\game\build\ps2\Debug\allps2main.o[420]
   48     4 GetInventory__8tContext in D:\simpsonsrr2\game\build\ps2\Debug\allps2main.o[419]
   48     4 GetActiveContext__9tPlatform in D:\simpsonsrr2\game\build\ps2\Debug\allps2main.o[418]
   56     4 __22IRadDriveErrorCallback in D:\simpsonsrr2\game\build\ps2\Debug\allps2main.o[404]
   48     4 GetTimerList__4Game in D:\simpsonsrr2\game\build\ps2\Debug\allps2main.o[400]
  272     4 __lexicographical_compare_3way__H2ZPCScZPCSc_X01X01X11X11_i in D:\simpsonsrr2\game\build\ps2\Debug\allps2main.o[382]
  256     4 lexicographical_compare__H2ZPCScZPCSc_X01X01X11X11_b in D:\simpsonsrr2\game\build\ps2\Debug\allps2main.o[381]
   64     0 __as__13tUidUnalignedRC13tUidUnaligned in D:\simpsonsrr2\game\build\ps2\Debug\allps2main.o[378]
   88     0 __13tUidUnalignedUl in D:\simpsonsrr2\game\build\ps2\Debug\allps2main.o[375]
  168     4 Simpsons2MFIFODisable__Fv in D:\simpsonsrr2\game\build\ps2\Debug\allps2main.o[291]
   64     0 GetGameplayManager__Fv in D:\simpsonsrr2\game\build\ps2\Debug\allps2main.o[289]
   64     0 GetGame__Fv in D:\simpsonsrr2\game\build\ps2\Debug\allps2main.o[286]
   64     0 GetCheatInputSystem__Fv in D:\simpsonsrr2\game\build\ps2\Debug\allps2main.o[284]
   64     0 GetRenderManager__Fv in D:\simpsonsrr2\game\build\ps2\Debug\allps2main.o[212]
  104     0 Pop__12tMatrixStack in D:\simpsonsrr2\game\build\ps2\Debug\allps2main.o[178]
  104     0 LoadIdentity__12tMatrixStack in D:\simpsonsrr2\game\build\ps2\Debug\allps2main.o[175]
  104     0 Push__12tMatrixStack in D:\simpsonsrr2\game\build\ps2\Debug\allps2main.o[174]
  112     4 find__H1Z12tTextureFont_3p3dPCc_PX01 in D:\simpsonsrr2\game\build\ps2\Debug\allps2main.o[168]
   64     0 GetPresentationManager__Fv in D:\simpsonsrr2\game\build\ps2\Debug\allps2main.o[155]
   64     0 GetSoundManager__Fv in D:\simpsonsrr2\game\build\ps2\Debug\allps2main.o[153]
   64     0 GetLoadingManager__Fv in D:\simpsonsrr2\game\build\ps2\Debug\allps2main.o[151]
   64     0 GetInputManager__Fv in D:\simpsonsrr2\game\build\ps2\Debug\allps2main.o[142]
   88     4 __10pddiColouriiii in D:\simpsonsrr2\game\build\ps2\Debug\allps2main.o[141]
  544     0 OutputHandler__FPCc in D:\simpsonsrr2\game\build\ps2\Debug\allps2main.o[70]
   64     0 GetProfiler__Fv in D:\simpsonsrr2\game\build\ps2\Debug\allps2main.o[44]
  104     0 Clear__t9SwapArray1ZP11PathSegment in D:\simpsonsrr2\game\build\ps2\Debug\allloadmanager.o[907]
  104     0 Clear__t9SwapArray1ZP11RoadSegment in D:\simpsonsrr2\game\build\ps2\Debug\allloadmanager.o[906]
  104     0 Clear__t9SwapArray1ZP13TriggerVolume in D:\simpsonsrr2\game\build\ps2\Debug\allloadmanager.o[905]
  104     0 Clear__t13NodeSwapArray1ZP13AnimEntityDSG in D:\simpsonsrr2\game\build\ps2\Debug\allloadmanager.o[904]
  104     0 Clear__t13NodeSwapArray1ZP22AnimCollisionEntityDSG in D:\simpsonsrr2\game\build\ps2\Debug\allloadmanager.o[903]
  104     0 Clear__t9SwapArray1ZP14FenceEntityDSG in D:\simpsonsrr2\game\build\ps2\Debug\allloadmanager.o[902]
  104     0 Clear__t13NodeSwapArray1ZP11DynaPhysDSG in D:\simpsonsrr2\game\build\ps2\Debug\allloadmanager.o[901]
  104     0 Clear__t9SwapArray1ZP12IntersectDSG in D:\simpsonsrr2\game\build\ps2\Debug\allloadmanager.o[900]
  104     0 Clear__t9SwapArray1ZP13StaticPhysDSG in D:\simpsonsrr2\game\build\ps2\Debug\allloadmanager.o[899]
  104     0 Clear__t13NodeSwapArray1ZP15StaticEntityDSG in D:\simpsonsrr2\game\build\ps2\Debug\allloadmanager.o[898]
   96     0 __tf9IRefCount in D:\simpsonsrr2\game\build\ps2\Debug\allloadmanager.o[886]
  112     0 __tf18WalkerCamDataChunk in D:\simpsonsrr2\game\build\ps2\Debug\allloadmanager.o[879]
   96     0 _$_9AAPlane3f in D:\simpsonsrr2\game\build\ps2\Debug\allloadmanager.o[547]
  104     4 _$_t13NodeSwapArray1ZP15StaticEntityDSG in D:\simpsonsrr2\game\build\ps2\Debug\allloadmanager.o[546]
  104     4 _$_t9SwapArray1ZP13StaticPhysDSG in D:\simpsonsrr2\game\build\ps2\Debug\allloadmanager.o[545]
  104     4 _$_t9SwapArray1ZP12IntersectDSG in D:\simpsonsrr2\game\build\ps2\Debug\allloadmanager.o[544]
  104     4 _$_t13NodeSwapArray1ZP11DynaPhysDSG in D:\simpsonsrr2\game\build\ps2\Debug\allloadmanager.o[543]
  104     4 _$_t9SwapArray1ZP14FenceEntityDSG in D:\simpsonsrr2\game\build\ps2\Debug\allloadmanager.o[542]
  104     4 _$_t13NodeSwapArray1ZP22AnimCollisionEntityDSG in D:\simpsonsrr2\game\build\ps2\Debug\allloadmanager.o[541]
  104     4 _$_t13NodeSwapArray1ZP13AnimEntityDSG in D:\simpsonsrr2\game\build\ps2\Debug\allloadmanager.o[540]
  104     4 _$_t9SwapArray1ZP13TriggerVolume in D:\simpsonsrr2\game\build\ps2\Debug\allloadmanager.o[539]
  104     4 _$_t9SwapArray1ZP11RoadSegment in D:\simpsonsrr2\game\build\ps2\Debug\allloadmanager.o[538]
  104     4 _$_t9SwapArray1ZP11PathSegment in D:\simpsonsrr2\game\build\ps2\Debug\allloadmanager.o[537]
   56     0 __t9SwapArray1ZP11PathSegment in D:\simpsonsrr2\game\build\ps2\Debug\allloadmanager.o[534]
   56     0 __t9SwapArray1ZP11RoadSegment in D:\simpsonsrr2\game\build\ps2\Debug\allloadmanager.o[533]
   56     0 __t9SwapArray1ZP13TriggerVolume in D:\simpsonsrr2\game\build\ps2\Debug\allloadmanager.o[532]
   56     0 __t13NodeSwapArray1ZP13AnimEntityDSG in D:\simpsonsrr2\game\build\ps2\Debug\allloadmanager.o[531]
   56     0 __t13NodeSwapArray1ZP22AnimCollisionEntityDSG in D:\simpsonsrr2\game\build\ps2\Debug\allloadmanager.o[530]
   56     0 __t9SwapArray1ZP14FenceEntityDSG in D:\simpsonsrr2\game\build\ps2\Debug\allloadmanager.o[529]
